OBJECTID,ALC_Score,BLOS_SCORE,DEST_SCORE,INTER_SCORE,JOBS_SCORE,POP_SCORE,TRANSIT_SCORE,BIKE_SCORE
125778,16.7,1.2,0,9,2.5,1,2,1
125779,13.4,2.4,0,7,0,1,2,1
125780,9,2.4,1.6,3,0,1,0,1
125781,8,2.4,1.6,2,0,1,0,1
125782,6,0,0,4,0,1,0,1
125783,14,3,0,5,0.5,1,3.5,1
125784,18.9,2.4,0,7,1,1,3.5,4
125785,26.4,2.4,8,7,0.5,1,3.5,4
125786,18.8,1.8,0,6,1,0.5,3.5,6
125787,33.9,1.8,15.6,7,2,1.5,5,1
125788,42.5,1.8,23.2,8,2,1.5,5,1
125789,18.3,1.8,0,10,2,1,3.5,1
125790,18.3,1.8,0,9,2,1,3.5,1
125791,19.3,1.8,0,10,2,1,3.5,1
125792,20.3,1.8,0,11,2,1,3.5,1
125793,31.4,1.8,5.6,15,3,1.5,3.5,1
125794,17.7,1.2,0,9,3.5,1,2,1
125795,30.6,2.4,15.2,5,1.5,1,3.5,2
125796,15,3,0,6,1,1,2,2
125797,17.4,3,2.4,6,1,1,2,2
125798,21.8,1.8,0,5,3,1,5,6
125799,34.3,1.8,16,7,2,1.5,5,1
125800,34.3,1.8,12,13,2,1,3.5,1
125801,30.8,1.2,5.6,16,2,1.5,3.5,1
125802,30.8,1.2,5.6,15,3.5,1,3.5,1
125803,25.2,1.2,0,16,2,1.5,3.5,1
125804,25.2,1.2,0,15,3.5,1,3.5,1
125805,15.8,1.8,0,8,1.5,0.5,2,2
125806,4,0,0,2,0,1,0,1
125807,12.5,3,0,4,0.5,0.5,3.5,1
125808,27.3,2.4,8.4,7,1,1,3.5,4
125809,34.3,1.8,12,6,3,0.5,5,6
125810,36.699,1.8,18.4,7,2,1.5,5,1
125811,31.7,1.8,10.4,12,2,1,3.5,1
125812,31.4,1.2,7.2,14,3.5,1,3.5,1
125813,10.5,1.8,1.2,4,2,0.5,0,1
125814,26.9,2.4,10,8,1.5,1,2,2
125815,21.4,2.4,6,5,1.5,1,3.5,2
125816,22.4,1.8,5.6,9,1.5,0.5,2,2
125817,12.5,3,0,7,0.5,1,0,1
125818,11.5,3,0,3,0.5,0.5,3.5,1
125819,27.2,1.8,2.4,14,3,1.5,3.5,1
125820,24.8,1.8,0,14,3,1.5,3.5,1
125821,16.299,1.8,0,7,1.5,0.5,3.5,2
125822,14.8,1.8,0,7,1.5,0.5,2,2
125823,14.8,1.8,0,6,1.5,0.5,2,3
125824,20,1.8,3.2,9,1.5,0.5,2,2
125825,38.3,1.8,20,7,2,1.5,5,1
125826,41,1.8,23.2,7,2,1,5,1
125827,42,1.8,23.2,8,2,1,5,1
125828,39.199,1.8,20.4,8,2,1,5,1
125829,37.199,1.8,18.4,8,2,1,5,1
125830,35.6,1.8,16.8,8,2,1,5,1
125831,33.199,1.8,14.4,8,2,1,5,1
125832,32,1.8,13.2,8,2,1,5,1
125833,35.8,1.8,12,13,3,1.5,3.5,1
125834,30.4,1.8,5.6,14,3,1.5,3.5,1
125835,16.5,2.4,1.6,6,1.5,1,2,2
125836,16.8,1.8,0,9,1.5,0.5,2,2
125837,7,3,0,2,0,1,0,1
125838,7,3,0,1,0,1,0,2
125839,3,0,0,1,0,1,0,1
125840,7.2,1.2,0,3,0,1,0,2
125841,20.9,2.4,0,9,1,1,3.5,4
125842,33.6,1.8,14.8,8,2,1,5,1
125843,32,1.8,13.2,8,2,1,5,1
125844,33.6,1.8,14.8,8,2,1,5,1
125845,35.199,1.8,16.4,8,2,1,5,1
125846,34.4,1.8,15.6,8,2,1,5,1
125847,33.6,1.8,16.4,8,2,1,5,1
125848,33.6,1.8,14.8,8,2,1,5,1
125849,34.6,1.8,14.8,9,2,1,5,1
125850,33.2,1.8,8.4,14,3,1.5,3.5,1
125851,32.599,1.2,8.4,14,3.5,1,3.5,1
125852,24.2,1.2,0,15,2,1.5,3.5,1
125853,24.2,1.2,0,15,2,1.5,3.5,1
125854,24.2,1.2,0,14,3.5,1,3.5,1
125855,9,1.8,1.2,3,1.5,0.5,0,1
125856,20.9,1.8,5.6,6,1.5,0.5,3.5,2
125857,11,0,0,9,0,1,0,1
125858,10,3,0,5,0.5,0.5,0,1
125859,28.5,2.4,9.6,7,1,1,3.5,4
125860,28,2.4,9.6,7,0.5,1,3.5,4
125861,27.6,2.4,9.2,7,0.5,1,3.5,4
125862,31.5,1.8,13.2,9,2,1,3.5,1
125863,29.9,1.8,11.6,9,2,1,3.5,1
125864,30.9,1.8,11.6,10,2,1,3.5,1
125865,31.9,1.8,11.6,11,2,1,3.5,1
125866,32.9,1.8,11.6,12,2,1,3.5,1
125867,16.7,1.2,0,8,3.5,1,2,1
125868,16.9,2.4,0,8,2.5,1,2,1
125869,18.5,2.4,1.6,7,2.5,1,2,2
125870,28.5,2.4,11.6,8,1.5,1,2,2
125871,18.5,2.4,1.6,6,2.5,2,2,2
125872,5,0,0,3,0,1,0,1
125873,21.4,0,8.4,11,0,1,0,1
125874,8.4,0,0.4,6,0,1,0,1
125875,2.5,0,0,1,0,0.5,0,1
125876,11,3,0,6,0.5,0.5,0,1
125877,12,3,0,7,0.5,0.5,0,1
125878,12,3,0,6,0.5,1.5,0,1
125879,28.1,2.4,9.2,7,1,1,3.5,4
125880,29.3,1.8,8,6,3,1,3.5,6
125881,35.5,1.8,13.2,6,3,0.5,5,6
125882,34.2,1.8,10.4,13,3,1.5,3.5,1
125883,20.9,2.4,6,5,1.5,0.5,3.5,2
125884,15.8,1.8,0,8,1.5,0.5,2,2
125885,5,0,0,3,0,1,0,1
125886,13,0,0,11,0,1,0,1
125887,26.2,1.8,2.4,13,3,1.5,3.5,1
125888,18.5,2.4,1.6,8,1.5,1,2,2
125889,20.1,2.4,3.2,8,1.5,1,2,2
125890,27.5,2.4,11.6,7,1.5,1,2,2
125891,17.5,2.4,1.6,7,1.5,1,2,2
125892,32.099,2.4,15.2,6,2.5,2,2,2
125893,30.1,2.4,15.2,6,1.5,1,2,2
125894,12,3,0,7,0.5,0.5,0,1
125895,25.4,2.4,8,6,0.5,1,3.5,4
125896,25.8,1.8,8,5,1,0.5,3.5,6
125897,37.6,1.8,16.8,8,3,2,5,1
125898,35.6,1.8,14.8,8,3,2,5,1
125899,33,1.8,13.2,9,3,1.5,3.5,1
125900,32.2,1.8,8.4,13,3,1.5,3.5,1
125901,31.599,1.2,8.4,13,3.5,1,3.5,1
125902,23.2,1.2,0,14,2,1.5,3.5,1
125903,23.2,1.2,0,13,3.5,1,3.5,1
125904,17,3,4,4,1.5,0.5,2,2
125905,17,3,4,4,1,1,2,2
125906,26.9,2.4,8,7,1,1,3.5,4
125907,26.4,2.4,8,7,0.5,1,3.5,4
125908,27.6,2.4,9.2,7,0.5,1,3.5,4
125909,19.3,1.8,0,5,1,0.5,5,6
125910,37.9,1.8,15.6,6,3,0.5,5,6
125911,41.1,1.8,22.8,7,2,1.5,5,1
125912,40.199,1.8,20.4,7,3,2,5,1
125913,24.2,2.4,8.8,5,1.5,1,3.5,2
125914,4.5,0,0,3,0,0.5,0,1
125915,9.9,0,0.4,8,0,0.5,0,1
125916,7,0,0,5,0,1,0,1
125917,4,0,0,2,0,1,0,1
125918,25.8,1.8,8,5,1,0.5,3.5,6
125919,36.4,1.8,15.6,8,3,2,5,1
125920,35.199,1.8,14.4,8,3,2,5,1
125921,34,1.8,13.2,8,3,2,5,1
125922,33.2,1.8,12.4,8,3,2,5,1
125923,34.4,1.8,11.6,12,3,1.5,3.5,1
125924,19.5,2.4,1.6,7,2.5,2,2,2
125925,18.9,2.4,0,6,2.5,2.5,3.5,2
125926,21.4,1.8,5.6,8,1.5,0.5,2,2
125927,16,3,4,3,1,1,2,2
125928,14,3,0,5,1,1,2,2
125929,3.5,0,0,2,0,0.5,0,1
125930,10,0,0,8,0,1,0,1
125931,6.4,2.4,0,2,0,1,0,1
125932,12.5,3,0,7,1,0.5,0,1
125933,41.5,1.8,23.2,7,2,1.5,5,1
125934,35.6,1.8,14.8,8,3,2,5,1
125935,34,1.8,13.2,8,3,2,5,1
125936,35.6,1.8,14.8,8,3,2,5,1
125937,33.2,1.8,10.4,12,3,1.5,3.5,1
125938,15.9,2.4,0,7,2.5,1,2,1
125939,16.4,2.4,0,6,1.5,1,3.5,2
125940,14,3,0,5,1,1,2,2
125941,16.4,3,2.4,5,1,1,2,2
125942,11.4,0,0.4,9,0,1,0,1
125943,40.699,1.8,18.4,6,3,0.5,5,6
125944,32.4,1.8,11.6,8,3,2,5,1
125945,31.4,1.8,11.6,9,3,1.5,3.5,1
125946,32.4,1.8,11.6,10,3,1.5,3.5,1
125947,33.4,1.8,11.6,11,3,1.5,3.5,1
125948,25.2,1.8,2.4,12,3,1.5,3.5,1
125949,7.9,2.4,0,0,1.5,1,0,3
125950,31.6,2.4,15.2,6,1.5,1,3.5,2
125951,12,0,0,10,0,1,0,1
125952,8,0,0,6,0,1,0,1
125953,6.4,2.4,0,2,0,1,0,1
125954,22.2,1.8,2.4,9,3,1.5,3.5,1
125955,31.2,1.8,8.4,12,3,1.5,3.5,1
125956,30.599,1.2,8.4,12,3.5,1,3.5,1
125957,22.2,1.2,0,13,2,1.5,3.5,1
125958,22.2,1.2,0,12,3.5,1,3.5,1
125959,21.7,2.4,4.8,8,1.5,1,2,2
125960,28.5,2.4,11.6,8,1.5,1,2,2
125961,29.3,2.4,12.4,8,1.5,1,2,2
125962,32.099,2.4,15.2,8,1.5,1,2,2
125963,31.1,2.4,15.2,7,1.5,1,2,2
125964,23.7,2.4,8.8,5,1.5,0.5,3.5,2
125965,14.9,2.4,0,5,1.5,0.5,3.5,2
125966,14.3,1.8,0,5,1.5,0.5,3.5,2
125967,23.5,1.8,7.2,7,1.5,0.5,3.5,2
125968,16.9,2.4,0,5,1,1,3.5,4
125969,17.4,2.4,0,6,0.5,1,3.5,4
125970,42.3,1.8,20,6,3,0.5,5,6
125971,43,1.8,23.2,7,3,2,5,1
125972,35.1,1.8,14.8,8,3,1.5,5,1
125973,8.6,2.4,1.2,3,0,1,0,1
125974,7.8,1.8,0,2,2,1,0,1
125975,34.1,2.4,15.2,7,2.5,1.5,3.5,2
125976,15.4,2.4,0,5,1.5,1,3.5,2
125977,27,2.4,11.6,5,1.5,1,3.5,2
125978,26.5,2.4,11.6,5,1.5,0.5,3.5,2
125979,19,1.8,3.2,8,1.5,0.5,2,2
125980,16.6,3,3.6,4,1,1,2,2
125981,23.3,1.8,0,8,3,1,3.5,6
125982,28.9,1.8,9.6,5,1,0.5,5,6
125983,31.4,1.8,9.6,5,3,1,5,6
125984,30.4,1.8,9.6,4,3,1,5,6
125985,11,3,0,6,0.5,0.5,0,1
125986,25.9,2.4,8,6,1,1,3.5,4
125987,18.6,2.4,1.2,6,0.5,1,3.5,4
125988,40.5,1.8,23.2,6,3,0.5,5,1
125989,33.1,2.4,15.2,6,1.5,1,5,2
125990,15.8,1.8,0,8,1.5,0.5,2,2
125991,14.8,1.8,0,7,1.5,0.5,2,2
125992,5,0,0,3,0,1,0,1
125993,19.9,2.4,0,8,1,1,3.5,4
125994,22.3,1.8,0,6,3,0.5,5,6
125995,35.9,1.8,15.6,8,3,1.5,5,1
125996,21.2,1.2,0,11,3.5,1,3.5,1
125997,6.4,2.4,0,2,0,1,0,1
125998,11.5,2.4,1.6,2,1.5,1,0,3
125999,30,2.4,11.6,8,2.5,1.5,2,2
126000,33.1,2.4,15.2,7,2.5,2,2,2
126001,20.4,1.8,5.6,7,1.5,0.5,2,2
126002,5,0,0,3,0,1,0,1
126003,17.4,2.4,0,6,0.5,1,3.5,4
126004,21.3,1.8,0,6,3,1,3.5,6
126005,27.4,1.8,9.6,5,1,0.5,3.5,6
126006,30.8,1.2,9.6,11,3.5,1,3.5,1
126007,14,2.4,1.6,6,0,1,2,1
126008,20.5,2.4,3.6,8,1.5,1,2,2
126009,20.5,2.4,3.6,7,2.5,1,2,2
126010,21.7,2.4,4.8,7,2.5,1,2,2
126011,17.9,2.4,0,6,1.5,1,5,2
126012,20.9,1.8,5.6,6,1.5,0.5,3.5,2
126013,18.4,0,8.4,8,0,1,0,1
126014,24.9,2.4,8,5,1,1,3.5,4
126015,42.6,1.8,22.8,7,3,2,5,1
126016,21.8,1.8,0,11,3,1.5,3.5,1
126017,31.4,1.8,9.6,11,3,1.5,3.5,1
126018,9.9,2.4,0,2,1.5,1,0,3
126019,9.4,2.4,0,1,2,1,0,3
126020,32.599,2.4,15.2,7,2.5,1.5,2,2
126021,28,2.4,11.6,6,1.5,1,3.5,2
126022,15.4,3,2.4,4,1,1,2,2
126023,20.4,0,8.4,10,0,1,0,1
126024,10.4,0,0.4,8,0,1,0,1
126025,7.4,0,0.4,5,0,1,0,1
126026,13,0,8,3,0,1,0,1
126027,5,0,0,3,0,1,0,1
126028,25.4,2.4,8,6,0.5,1,3.5,4
126029,26.4,1.8,9.6,4,1,0.5,3.5,6
126030,36.4,1.8,15.6,8,3,2,5,1
126031,17.2,1.2,0,7,3.5,1,3.5,1
126032,20,2.4,3.6,6,2,1,2,3
126033,22.7,2.4,4.8,8,2.5,1,2,2
126034,20.4,2.4,0,6,2.5,2.5,5,2
126035,4.5,0,0,3,0,0.5,0,1
126036,5,0,0,3,0,1,0,1
126037,5,0,0,3,0,1,0,1
126038,8.9,0,0.4,7,0,0.5,0,1
126039,6.4,0,0.4,4,0,1,0,1
126040,23.9,2.4,8,4,1,1,3.5,4
126041,19.1,2.4,1.2,6,1,1,3.5,4
126042,18.8,1.8,0,6,1,0.5,3.5,6
126043,17.8,1.8,0,5,1,0.5,3.5,6
126044,45.1,1.8,22.8,6,3,0.5,5,6
126045,16.2,1.2,0,6,3.5,1,3.5,1
126046,12.4,2.4,0,6,0,1,2,1
126047,19.5,2.4,3.6,6,2.5,1,2,2
126048,12,3,0,3,0.5,1,3.5,1
126049,24.4,2.4,8,5,0.5,1,3.5,4
126050,26.6,2.4,9.2,6,0.5,1,3.5,4
126051,16.4,2.4,0,5,0.5,1,3.5,4
126052,18.1,2.4,1.2,5,1,1,3.5,4
126053,17.9,2.4,0,6,1,1,3.5,4
126054,18.9,2.4,0,7,1,1,3.5,4
126055,22.3,1.8,0,7,3,1,3.5,6
126056,18.3,1.8,0,4,1,0.5,5,6
126057,20.8,1.8,0,8,3,2,5,1
126058,37.1,1.8,16.8,8,3,1.5,5,1
126059,12.5,2.4,1.6,3,1.5,1,0,3
126060,31.8,2.4,12.4,9,2.5,1.5,2,2
126061,30.8,2.4,12.4,8,2.5,1.5,2,2
126062,27.5,2.4,11.6,6,1.5,0.5,3.5,2
126063,15.9,2.4,0,4,1,1,3.5,4
126064,14.1,2.4,1.2,5,0.5,1,0,4
126065,18.6,2.4,1.2,6,0.5,1,3.5,4
126066,30.3,1.8,8,7,3,1,3.5,6
126067,46.699,1.8,24.4,6,3,0.5,5,6
126068,40.1,1.8,22.8,6,3,0.5,5,1
126069,20.2,1.2,0,10,3.5,1,3.5,1
126070,16.7,1.2,0,8,2.5,0.5,3.5,1
126071,14.9,2.4,0,6,2.5,1,2,1
126072,33.6,2.4,15.2,8,2.5,1.5,2,2
126073,17.9,2.4,0,6,1.5,1,5,2
126074,9.4,0,0.4,7,0,1,0,1
126075,3,0,0,1,0,1,0,1
126076,13,3,0,4,0.5,1,3.5,1
126077,23.4,2.4,8,4,0.5,1,3.5,4
126078,17.4,2.4,0,6,0.5,1,3.5,4
126079,17.6,2.4,1.2,5,0.5,1,3.5,4
126080,16.6,2.4,1.2,4,0.5,1,3.5,4
126081,17.6,2.4,1.2,5,0.5,1,3.5,4
126082,17.4,2.4,0,6,0.5,1,3.5,4
126083,25.4,2.4,8,6,0.5,1,3.5,4
126084,21.3,1.8,0,6,3,1,3.5,6
126085,28.3,1.8,8,5,3,1,3.5,6
126086,35.6,1.8,16.8,8,3,1.5,3.5,1
126087,29.5,2.4,11.6,6,1.5,1,5,2
126088,29,2.4,11.6,6,1.5,0.5,5,2
126089,13,3,0,4,1,1,2,2
126090,13.8,3,0.8,4,1,1,2,2
126091,13,3,0,4,1,1,2,2
126092,5,0,0,3,0,1,0,1
126093,11.5,3,0,6,1,0.5,0,1
126094,11.5,3,0,6,0.5,1,0,1
126095,9,3,0,4,0.5,0.5,0,1
126096,20.9,2.4,8,5,0.5,1,0,4
126097,14.6,2.4,1.2,5,1,1,0,4
126098,18.3,1.8,0,6,0.5,0.5,3.5,6
126099,30.3,1.8,8,7,3,1,3.5,6
126100,28.9,1.8,9.6,4,3,1,3.5,6
126101,37.6,1.8,16.8,8,3,2,5,1
126102,29.8,1.2,9.6,10,3.5,1,3.5,1
126103,8.3,1.8,0,3,2,0.5,0,1
126104,11.4,2.4,0,1,2,1,2,3
126105,30,2.4,11.6,8,2.5,1.5,2,2
126106,34.1,2.4,15.2,7,1.5,1,5,2
126107,7.9,0,0.4,6,0,0.5,0,1
126108,17.8,1.8,0,5,1,0.5,3.5,6
126109,20.3,1.8,0,5,3,1,3.5,6
126110,18,1.8,3.2,7,1.5,0.5,2,2
126111,6.9,0,0.4,5,0,0.5,0,1
126112,7,0,0,5,0,1,0,1
126113,6.2,1.2,0,2,0,1,0,2
126114,39.199,1.8,18.4,8,3,2,5,1
126115,20.8,1.8,0,10,3,1.5,3.5,1
126116,30.4,1.8,9.6,10,3,1.5,3.5,1
126117,20,2.4,1.6,8,2.5,1.5,2,2
126118,19.9,2.4,8,4,0.5,1,0,4
126119,14.8,1.8,0,6,0.5,0.5,0,6
126120,26.8,1.8,8,7,3,1,0,6
126121,31,2.4,11.6,9,2.5,1.5,2,2
126122,21,2.4,1.6,9,2.5,1.5,2,2
126123,15.3,1.8,0,6,1.5,0.5,3.5,2
126124,14.8,1.8,0,7,1.5,0.5,2,2
126125,14.1,2.4,1.2,5,0.5,1,0,4
126126,30.4,1.8,9.6,4,3,1,5,6
126127,39.8,1.8,20,7,3,2,5,1
126128,36.6,1.8,16.8,7,3,2,5,1
126129,18.8,1.8,0,9,3,1.5,3.5,1
126130,18.8,1.8,0,8,3,1.5,3.5,1
126131,15.4,2.4,0,5,2.5,1,3.5,1
126132,21.4,2.4,0,7,2.5,2.5,5,2
126133,11,0,0,9,0,1,0,1
126134,11,0,0,9,0,1,0,1
126135,8.4,0,0.4,6,0,1,0,1
126136,39.4,0.6,22.8,6,3,1,5,1
126137,38.6,1.8,18.8,7,3,2,5,1
126138,19.2,1.2,0,9,3.5,1,3.5,1
126139,15.7,1.2,0,7,2.5,0.5,3.5,1
126140,9.9,1.8,1.6,3,2,0.5,0,1
126141,21,2.4,1.6,9,2.5,1.5,2,2
126142,23,2.4,1.6,8,2.5,1.5,5,2
126143,34,2.4,13.6,7,2.5,1.5,5,2
126144,30.5,2.4,11.6,7,1.5,1,5,2
126145,7.4,0,0.4,5,0,1,0,1
126146,21.9,2.4,8,6,0.5,1,0,4
126147,36.6,0.6,20,6,3,1,5,1
126148,23.7,2.4,4.8,9,2.5,1,2,2
126149,24.2,2.4,4.8,9,2.5,1.5,2,2
126150,36.6,2.4,15.2,7,2.5,2.5,5,2
126151,33.4,2.4,12,7,2.5,2.5,5,2
126152,18.9,2.4,0,7,1.5,1,5,2
126153,30,2.4,11.6,7,1.5,0.5,5,2
126154,5.2,0,1.2,2,0,1,0,1
126155,4,0,0,2,0,1,0,1
126156,11.4,0,0.4,9,0,1,0,1
126157,14.1,2.4,1.2,5,0.5,1,0,4
126158,25.8,1.8,8,6,3,1,0,6
126159,27.9,1.8,9.6,4,1,0.5,5,6
126160,30.4,1.8,9.6,4,3,1,5,6
126161,37.6,1.8,18.8,6,3,2,5,1
126162,31.8,1.8,12,7,3,2,5,1
126163,28.8,1.2,9.6,9,3.5,1,3.5,1
126164,35.6,2.4,15.2,7,2.5,1.5,5,2
126165,35,2.4,13.6,7,2.5,2.5,5,2
126166,19.4,0,8.4,9,0,1,0,1
126167,15.8,1.8,0,4,3,1,0,6
126168,21.3,1.8,0,5,3,0.5,5,6
126169,37.8,0.6,21.2,6,3,1,5,1
126170,37.3,1.8,20,6,3,0.5,5,1
126171,37.199,1.8,18.4,8,3,1.5,3.5,1
126172,11.5,1.8,1.2,5,2,0.5,0,1
126173,17,1.8,3.2,6,1.5,0.5,2,2
126174,12.8,3,0.8,3,1,1,2,2
126175,9.5,3,0,4,0.5,1,0,1
126176,12.9,2.4,0,5,0.5,1,0,4
126177,13.1,2.4,1.2,4,0.5,1,0,4
126178,38.199,1.8,18.4,7,3,2,5,1
126179,13,2.4,1.6,5,0,1,2,1
126180,10.4,1.8,1.6,3,2,1,0,1
126181,31,2.4,11.6,8,1.5,0.5,5,2
126182,15.6,3,3.6,3,1,1,2,2
126183,10.3,1.8,0,5,2,0.5,0,1
126184,23.3,2.4,4.4,9,2.5,1,2,2
126185,36.6,2.4,15.2,8,2.5,1.5,5,2
126186,33.5,2.4,13.6,8,1.5,1,5,2
126187,19.9,2.4,0,8,1.5,1,5,2
126188,34.3,2.4,14.4,8,1.5,1,5,2
126189,33.1,2.4,13.2,8,1.5,1,5,2
126190,17.8,1.8,0,7,1.5,0.5,5,2
126191,22.8,1.8,8,6,0.5,0.5,0,6
126192,36.1,1.8,18.8,6,3,0.5,5,1
126193,36.699,1.8,18.4,7,3,2,3.5,1
126194,39.1,1.8,16.8,8,3,5,3.5,1
126195,30,1.8,11.2,9,3,0.5,3.5,1
126196,20.5,2.4,1.6,9,2.5,1,2,2
126197,37.6,2.4,15.2,9,2.5,1.5,5,2
126198,36.6,2.4,15.2,8,2.5,1.5,5,2
126199,16.299,1.8,0,7,1.5,0.5,3.5,2
126200,22.5,1.8,7.2,6,1.5,0.5,3.5,2
126201,21.1,2.4,9.2,4,0.5,1,0,4
126202,45.699,1.8,24.4,5,3,0.5,5,6
126203,19.8,1.8,0,7,3,2,5,1
126204,19.8,1.8,0,9,3,1.5,3.5,1
126205,26,1.8,7.2,9,3,0.5,3.5,1
126206,25.5,2.4,5.6,8,1.5,1,5,2
126207,32,2.4,11.6,8,2.5,0.5,5,2
126208,10,0,0,8,0,1,0,1
126209,4,0,0,2,0,1,0,1
126210,22.1,2.4,9.2,5,0.5,1,0,4
126211,15.3,1.8,0,6,1,0.5,0,6
126212,44.699,1.8,24.4,4,3,0.5,5,6
126213,40,0.6,24.4,5,3,1,5,1
126214,35.6,1.8,16.8,8,3,1.5,3.5,1
126215,20.3,1.8,0,9,3,2,3.5,1
126216,25.3,2.4,4.4,9,2.5,1.5,3.5,2
126217,23.1,2.4,3.2,8,1.5,1,5,2
126218,10.5,3,0,5,1,0.5,0,1
126219,10.5,3,0,5,0.5,1,0,1
126220,14.1,2.4,1.2,5,0.5,1,0,4
126221,10.9,2.4,0,3,0.5,1,0,4
126222,15.3,1.8,0,6,1,0.5,0,6
126223,17.8,1.8,0,6,3,1,0,6
126224,22.4,1.8,1.6,4,3,1,5,6
126225,29.9,1.8,9.6,9,3,2,3.5,1
126226,21.1,2.4,3.2,8,2.5,1,2,2
126227,22.5,2.4,1.6,9,2.5,1.5,3.5,2
126228,35.1,2.4,15.2,8,1.5,1,5,2
126229,30.4,1.8,11.6,8,2.5,0.5,5,1
126230,30.4,1.8,11.6,8,1.5,0.5,5,2
126231,11,3,0,2,1,1,2,2
126232,12,3,0,3,1,1,2,2
126233,18.4,0,8.4,8,0,1,0,1
126234,36.6,0.6,20,6,3,1,5,1
126235,26.6,1.8,6.8,7,3,2,5,1
126236,36.199,1.8,18.4,8,3,0.5,3.5,1
126237,27.1,1.8,6.8,9,3,2,3.5,1
126238,28.7,1.8,8.4,9,3,2,3.5,1
126239,28.4,1.8,9.6,9,3,0.5,3.5,1
126240,29,1.8,11.2,8,3,0.5,3.5,1
126241,29.4,1.2,11.2,8,3.5,1,3.5,1
126242,18.2,1.2,0,8,3.5,1,3.5,1
126243,14.7,1.2,0,6,2.5,0.5,3.5,1
126244,36.3,2.4,16.4,8,1.5,1,5,2
126245,28.5,2.4,7.6,9,1.5,1,5,2
126246,37.3,2.4,16.4,9,1.5,1,5,2
126247,18.8,1.8,0,8,1.5,0.5,5,2
126248,43.1,1.8,22.8,4,3,0.5,5,6
126249,36.8,0.6,21.2,5,3,1,5,1
126250,30.8,1.8,12,6,3,2,5,1
126251,38.3,1.8,20,7,3,2,3.5,1
126252,34.4,1.8,15.6,8,3,1.5,3.5,1
126253,26.4,1.8,7.6,8,3,1.5,3.5,1
126254,26.6,1.8,8.8,8,3,0.5,3.5,1
126255,27,1.2,8.8,8,3.5,1,3.5,1
126256,7.4,2.4,0,3,0,1,0,1
126257,4.4,2.4,0,0,0,1,0,1
126258,5.9,2.4,0,0,2,0.5,0,1
126259,7.5,2.4,1.6,0,2,0.5,0,1
126260,36.6,2.4,15.2,8,2.5,1.5,5,2
126261,33,2.4,11.6,9,2.5,0.5,5,2
126262,9.4,0,0.4,7,0,1,0,1
126263,7.8,2.4,2.4,1,0,1,0,1
126264,16.6,0.6,0,6,3,1,5,1
126265,24.8,2.4,4.4,9,2.5,1,3.5,2
126266,35,2.4,13.6,8,2.5,1.5,5,2
126267,36.2,2.4,14.8,9,2.5,0.5,5,2
126268,35.4,0.6,18.8,6,3,1,5,1
126269,29.3,1.8,12,6,3,0.5,5,1
126270,35.199,1.8,18.4,7,3,0.5,3.5,1
126271,26.9,1.8,7.6,8,3,2,3.5,1
126272,16.7,2.4,2.8,5,2.5,1,2,1
126273,22.1,2.4,3.2,9,2.5,1,2,2
126274,39.4,2.4,18,9,2.5,0.5,5,2
126275,37.8,2.4,16.4,9,2.5,0.5,5,2
126276,27.6,1.8,8.8,8,1.5,0.5,5,2
126277,23.5,1.8,7.2,7,1.5,0.5,3.5,2
126278,2.5,0,0,1,0,0.5,0,1
126279,7,0,0,5,0,1,0,1
126280,13.1,2.4,1.2,4,0.5,1,0,4
126281,16.8,1.8,0,4,1,0.5,3.5,6
126282,34.6,1.8,16.8,8,3,0.5,3.5,1
126283,27.7,1.8,8.4,8,3,2,3.5,1
126284,26.2,1.8,8.4,8,3,0.5,3.5,1
126285,14.2,2.4,2.8,5,0,1,2,1
126286,37.2,2.4,14.8,10,2.5,0.5,5,2
126287,32.4,1.8,13.6,6,3,2,5,1
126288,10,1.8,1.2,4,1.5,0.5,0,1
126289,9.8,1.8,0,5,1.5,0.5,0,1
126290,11,1.8,1.2,5,1.5,0.5,0,1
126291,8.8,1.8,0,3,2,1,0,1
126292,7.9,2.4,0,0,1.5,1,0,3
126293,31.4,1.8,11.6,9,2.5,0.5,5,1
126294,31.4,1.8,11.6,9,1.5,0.5,5,2
126295,6,3,0,1,0,1,0,1
126296,10,0,0,8,0,1,0,1
126297,10.4,0,0.4,8,0,1,0,1
126298,20.8,1.8,0,4,3,1,5,6
126299,27.4,1.8,9.6,8,3,0.5,3.5,1
126300,25.8,1.2,7.6,8,3.5,1,3.5,1
126301,26.3,2.4,4.4,10,2.5,1.5,3.5,2
126302,38.9,2.4,18,9,1.5,1,5,2
126303,33,1.8,13.2,9,1.5,0.5,5,2
126304,24.5,1.8,7.2,8,1.5,0.5,3.5,2
126305,4.2,0,1.2,1,0,1,0,1
126306,33.4,1.8,15.6,8,3,0.5,3.5,1
126307,9.6,2.4,1.2,4,0,1,0,1
126308,9.5,2.4,1.6,0,2,0.5,2,1
126309,9.5,2.4,1.6,0,1.5,1,0,3
126310,20.5,2.4,1.6,9,2.5,1,2,2
126311,32.4,1.8,11.6,10,2.5,0.5,5,1
126312,13.8,1.8,0,6,1.5,0.5,2,2
126313,14.6,3,3.6,2,1,1,2,2
126314,3.5,0,0,2,0,0.5,0,1
126315,19.3,1.8,0,4,3,1,3.5,6
126316,18.3,1.8,0,4,1,0.5,5,6
126317,19.3,1.8,0,3,3,0.5,5,6
