OBJECTID,ALC_Score,BLOS_SCORE,DEST_SCORE,INTER_SCORE,JOBS_SCORE,POP_SCORE,TRANSIT_SCORE,BIKE_SCORE
126318,20.3,1.8,0,4,3,0.5,5,6
126319,41.5,1.8,21.2,4,3,0.5,5,6
126320,28.6,0.6,12,6,3,1,5,1
126321,30.9,1.8,13.6,6,3,0.5,5,1
126322,40.5,1.8,23.2,6,3,2,3.5,1
126323,39.9,1.8,21.6,7,3,2,3.5,1
126324,24.6,1.8,6.8,8,3,0.5,3.5,1
126325,17.2,1.2,0,7,3.5,1,3.5,1
126326,16.2,1.2,0,6,3.5,1,3.5,1
126327,12.4,1.8,1.6,5,2.5,0.5,0,1
126328,11.4,1.8,1.6,4,2.5,0.5,0,1
126329,10.9,1.8,1.6,4,2,0.5,0,1
126330,9.8,1.8,0,4,2,1,0,1
126331,9.9,2.4,0,0,1.5,1,2,3
126332,10.4,2.4,0,2,2,1,0,3
126333,24,2.4,1.6,9,2.5,1.5,5,2
126334,40.4,2.4,18,9,2.5,1.5,5,2
126335,34,1.8,13.2,10,2.5,0.5,5,1
126336,26,1.8,7.2,8,1.5,0.5,5,2
126337,3,0,0,1,0,1,0,1
126338,3.5,0,0,2,0,0.5,0,1
126339,12.9,2.4,0,5,0.5,1,0,4
126340,38.9,1.8,21.6,6,3,2,3.5,1
126341,25.4,1.8,7.6,8,3,0.5,3.5,1
126342,15.2,1.2,0,5,3.5,1,3.5,1
126343,13.7,1.2,0,5,2.5,0.5,3.5,1
126344,14.4,2.4,0,4,2.5,1,3.5,1
126345,9.3,1.8,0,4,2,0.5,0,1
126346,10.8,1.8,0,3,2,1,2,1
126347,9.4,2.4,0,3,0,1,2,1
126348,10.9,2.4,0,3,1.5,1,0,3
126349,27.1,2.4,5.2,10,2.5,1.5,3.5,2
126350,27.1,2.4,5.2,10,2.5,1,3.5,2
126351,39.9,2.4,18,10,1.5,1,5,2
126352,4,0,0,2,0,1,0,1
126353,20.9,2.4,8,5,0.5,1,0,4
126354,21.8,1.8,8,5,0.5,0.5,0,6
126355,16.8,1.8,0,5,3,1,0,6
126356,14.3,1.8,0,5,1,0.5,0,6
126357,15.8,1.8,0,4,3,1,0,6
126358,16.8,1.8,0,4,1,0.5,3.5,6
126359,31,1.8,15.2,6,3,0.5,3.5,1
126360,27,1.8,9.2,8,3,0.5,3.5,1
126361,25.4,1.8,7.6,8,3,0.5,3.5,1
126362,12.9,2.4,0,4,2.5,1,2,1
126363,10.9,1.8,1.6,4,2,0.5,0,1
126364,11.8,1.8,0,4,2,1,2,1
126365,6.4,2.4,0,0,0,1,2,1
126366,7.9,2.4,0,0,2,0.5,2,1
126367,11.4,2.4,0,3,2,1,0,3
126368,23.6,2.4,3.2,9,2.5,1,3.5,2
126369,22.4,1.8,1.6,10,2.5,0.5,5,1
126370,11,3,0,2,1,1,2,2
126371,9.4,0,0.4,7,0,1,0,1
126372,17.3,1.8,0,3,1,0.5,5,6
126373,26.2,1.8,8.4,8,3,0.5,3.5,1
126374,23.2,1.2,6,7,3.5,1,3.5,1
126375,13.9,2.4,0,5,2.5,1,2,1
126376,18.3,2.4,4.4,5,2.5,1,2,1
126377,11.4,1.8,1.6,4,2,1,0,1
126378,23.6,1.8,2.8,10,2.5,0.5,5,1
126379,29.6,1.8,8.8,10,2.5,0.5,5,1
126380,11,0,8,1,0,1,0,1
126381,9.5,3,0,4,0.5,1,0,1
126382,30.2,0.6,13.6,6,3,1,5,1
126383,16.8,1.8,0,7,3,0.5,3.5,1
126384,11.5,1.8,1.2,5,2,0.5,0,1
126385,12,1.8,1.2,5,2.5,0.5,0,1
126386,13.3,1.8,0,4,2,1,3.5,1
126387,12.9,2.4,0,3,1.5,1,2,3
126388,40.4,2.4,18,9,2.5,1.5,5,2
126389,36,2.4,13.6,9,2.5,1.5,5,2
126390,28.6,1.8,8.8,9,1.5,0.5,5,2
126391,13,3,2,2,1,1,2,2
126392,6.7,1.2,0,4,0,0.5,0,1
126393,39,1.8,23.2,6,3,0.5,3.5,1
126394,27.2,1.2,10,7,3.5,1,3.5,1
126395,20.6,1.2,4.4,6,3.5,1,3.5,1
126396,30.2,1.8,10.4,9,1.5,0.5,5,2
126397,31.8,0.6,15.2,6,3,1,5,1
126398,30.3,0.6,15.2,6,3,1,3.5,1
126399,37.4,1.8,21.6,6,3,0.5,3.5,1
126400,38.4,1.8,21.6,7,3,0.5,3.5,1
126401,24.8,1.2,7.6,7,3.5,1,3.5,1
126402,23.8,1.2,7.6,6,3.5,1,3.5,1
126403,22.2,1.2,6,6,3.5,1,3.5,1
126404,19.6,1.2,4.4,5,3.5,1,3.5,1
126405,13.9,1.8,1.6,3,2,1,3.5,1
126406,8,2.4,1.6,0,0,1,2,1
126407,22,2.4,1.6,9,2.5,1,3.5,2
126408,41.4,2.4,18,10,2.5,1.5,5,2
126409,40.4,2.4,18,10,2.5,0.5,5,2
126410,27,1.8,7.2,9,1.5,0.5,5,2
126411,11,3,2,2,1,1,0,2
126412,2.5,0,0,1,0,0.5,0,1
126413,16.5,1.2,2.8,5,2.5,0.5,3.5,1
126414,15.5,1.2,2.8,4,2.5,0.5,3.5,1
126415,14.3,1.2,1.6,4,2.5,0.5,3.5,1
126416,12.7,1.2,0,4,2.5,0.5,3.5,1
126417,14.4,2.4,0,4,2.5,1,3.5,1
126418,16,2.4,1.6,4,2.5,1,3.5,1
126419,14.9,1.8,1.6,4,2,1,3.5,1
126420,12.5,2.4,1.6,3,0,1,3.5,1
126421,13.4,2.4,0,3,2,1,2,3
126422,4,0,0,2,0,1,0,1
126423,14.5,2.4,1.6,4,2.5,1,2,1
126424,15.5,2.4,1.6,5,2.5,1,2,1
126425,16.7,2.4,2.8,5,2.5,1,2,1
126426,15.8,2.4,4.4,5,0,1,2,1
126427,9.5,2.4,1.6,0,2,0.5,2,1
126428,9.5,2.4,1.6,0,0,1,3.5,1
126429,13,2.4,1.6,3,2,1,0,3
126430,12.4,2.4,0,2,2,1,2,3
126431,13.4,2.4,0,3,2,1,2,3
126432,14.4,2.4,0,4,2,1,2,3
126433,15.4,2.4,0,5,2,1,2,3
126434,15.8,2.4,0.4,5,2,1,2,3
126435,36.7,0.6,21.6,6,3,1,3.5,1
126436,27.8,1.8,10,8,3,0.5,3.5,1
126437,26.2,1.2,10,7,3,0.5,3.5,1
126438,19.3,2.4,4.4,6,2.5,1,2,1
126439,16.8,2.4,4.4,6,0,1,2,1
126440,37,2.4,13.6,10,2.5,1.5,5,2
126441,23.4,1.8,1.6,11,2.5,0.5,5,1
126442,3.5,0,0,2,0,0.5,0,1
126443,6.5,3,0,1,0.5,1,0,1
126444,8,3,0,3,0.5,0.5,0,1
126445,19.3,1.8,0,4,3,1,3.5,6
126446,30.4,1.8,13.6,7,3,0.5,3.5,1
126447,11.4,2.4,0,5,0,1,2,1
126448,10.4,2.4,0,4,0,1,2,1
126449,19.5,2.4,1.6,8,2.5,1,2,2
126450,9,3,0,2,1,1,0,2
126451,27.5,2.4,11.6,6,2.5,1,2,2
126452,25.9,2.4,4,10,2.5,1.5,3.5,2
126453,38.2,2.4,14.8,10,2.5,1.5,5,2
126454,31.2,1.8,10.4,10,2.5,0.5,5,1
126455,31.2,1.8,10.4,10,1.5,0.5,5,2
126456,14.3,1.8,0,5,2.5,0.5,3.5,1
126457,12.8,1.8,0,4,2,0.5,3.5,1
126458,15.8,1.8,0,4,3,1,0,6
126459,29.7,0.6,13.6,7,3,1,3.5,1
126460,21.2,1.2,6,6,3,0.5,3.5,1
126461,20.2,1.2,6,5,3,0.5,3.5,1
126462,18.6,1.2,4.4,5,3,0.5,3.5,1
126463,17,1.2,2.8,5,3,0.5,3.5,1
126464,15.9,1.8,1.6,4,2.5,0.5,3.5,2
126465,38.6,2.4,15.2,10,2.5,1.5,5,2
126466,32.2,1.8,10.4,11,2.5,0.5,5,1
126467,29.6,1.8,8.8,10,2.5,0.5,5,1
126468,29.6,1.8,8.8,10,1.5,0.5,5,2
126469,12,3,0,3,1,1,2,2
126470,10,3,2,1,1,1,0,2
126471,17.8,1.8,0,8,3,0.5,3.5,1
126472,26.8,1.8,10,7,3,0.5,3.5,1
126473,16,1.2,2.8,4,3,0.5,3.5,1
126474,16.6,1.8,2.8,5,2.5,0.5,2,2
126475,15.4,1.8,1.6,4,2.5,1,3.5,1
126476,11.4,1.8,1.6,0,2.5,1,3.5,1
126477,13,2.4,1.6,0,2,0.5,3.5,3
126478,13,2.4,1.6,0,1.5,1,3.5,3
126479,11.5,2.4,1.6,0,1.5,1,2,3
126480,19.5,2.4,3.6,6,2.5,1,2,2
126481,20.5,2.4,3.6,7,2.5,1,2,2
126482,12,3,2,1,1,1,2,2
126483,8.5,3,0,3,0.5,1,0,1
126484,10.9,2.4,0,3,0.5,1,0,4
126485,6.7,1.2,0,4,0,0.5,0,1
126486,19.9,2.4,8,4,0.5,1,0,4
126487,20.8,1.8,8,4,0.5,0.5,0,6
126488,27.7,0.6,13.6,5,3,1,3.5,1
126489,28.2,1.8,10.4,8,3,0.5,3.5,1
126490,17.6,1.8,2.8,6,2.5,0.5,2,2
126491,12.4,1.8,1.6,5,2.5,0.5,0,1
126492,34.2,2.4,10.8,10,2.5,1.5,5,2
126493,9,0,0,7,0,1,0,1
126494,6.2,1.2,0,1,0,1,0,3
126495,11.9,2.4,0,4,0.5,1,0,4
126496,28.7,0.6,13.6,6,3,1,3.5,1
126497,14.3,1.8,0,4,2.5,0.5,3.5,2
126498,9.3,1.8,0,4,2,0.5,0,1
126499,15.5,2.4,1.6,4,1.5,1,2,3
126500,22.6,2.4,3.2,8,2.5,1,3.5,2
126501,38.1,2.4,15.2,10,2.5,1,5,2
126502,40.9,2.4,18,10,2.5,1,5,2
126503,30.6,1.8,8.8,11,2.5,0.5,5,1
126504,4,0,0,2,0,1,0,1
126505,8.5,3,0,3,0.5,1,0,1
126506,7,3,0,2,0.5,0.5,0,1
126507,27.3,1.8,10,7,3.5,0.5,3.5,1
126508,17.6,1.8,2.8,6,2.5,0.5,2,2
126509,10.3,1.8,0,5,2,0.5,0,1
126510,10.8,1.8,0,5,2.5,0.5,0,1
126511,9.9,2.4,0,0,1.5,1,2,3
126512,14.5,2.4,1.6,3,1.5,1,2,3
126513,23.6,2.4,3.2,9,2.5,1,3.5,2
126514,35.5,2.4,13.6,10,2.5,1.5,3.5,2
126515,3.5,0,0,2,0,0.5,0,1
126516,2.5,0,0,1,0,0.5,0,1
126517,13.3,1.8,0,4,1,0.5,0,6
126518,28.8,1.8,12,7,3,0.5,3.5,1
126519,23.9,1.8,7.6,7,2.5,0.5,3.5,1
126520,23.8,1.2,7.6,7,3,0.5,3.5,1
126521,22.8,1.2,7.6,6,3,0.5,3.5,1
126522,16.9,1.8,1.6,5,2.5,0.5,3.5,2
126523,15.9,1.8,1.6,5,2.5,0.5,3.5,1
126524,28,2.4,11.6,6,2,1,2,3
126525,18.5,2.4,1.6,7,2.5,1,2,2
126526,24.4,2.4,4,9,2.5,1,3.5,2
126527,36.9,2.4,14,10,2.5,1,5,2
126528,15.4,1.8,1.6,5,2,0.5,3.5,1
126529,42.4,2.4,18,11,2.5,1.5,5,2
126530,41.4,2.4,18,11,2.5,0.5,5,2
126531,41.4,2.4,18,10,2.5,1.5,5,2
126532,29,1.8,7.2,11,2.5,0.5,5,1
126533,13.8,1.8,0,6,1.5,0.5,2,2
126534,18.6,1.8,4.8,6,1.5,0.5,2,2
126535,28.1,0.6,12,7,3,1,3.5,1
126536,26.4,1.8,9.6,7,3,0.5,3.5,1
126537,15.9,1.8,1.6,4,2.5,0.5,3.5,2
126538,23,2.4,9.6,3,2,1,2,3
126539,24,2.4,9.6,4,2,1,2,3
126540,24.4,2.4,10,4,2,1,2,3
126541,27,2.4,11.6,5,2,1,2,3
126542,33.4,2.4,12,10,2.5,1,3.5,2
126543,23.5,2.4,1.6,10,2.5,1.5,3.5,2
126544,31.6,1.8,8.8,12,2.5,0.5,5,1
126545,4,0,0,2,0,1,0,1
126546,4,0,0,2,0,1,0,1
126547,14.4,1.8,1.6,4,2,0.5,3.5,1
126548,25.4,2.4,4,10,2.5,1,3.5,2
126549,21.8,1.8,0,11,2.5,0.5,5,1
126550,14.6,0.6,0,4,3,1,5,1
126551,25.7,1.8,8.4,7,3.5,0.5,3.5,1
126552,8.4,2.4,0,4,0,1,0,1
126553,30.9,2.4,8,10,2.5,1,5,2
126554,24.4,1.8,1.6,12,2.5,0.5,5,1
126555,4.7,1.2,0,1,0,0.5,0,2
126556,5.2,1.2,0,1,0,1,0,2
126557,14.8,1.8,0,3,3,1,0,6
126558,28.6,0.6,12,7,3,1.5,3.5,1
126559,41.9,2.4,18,11,2.5,1,5,2
126560,19.8,1.8,0,9,1.5,0.5,5,2
126561,5,0,0,3,0,1,0,1
126562,7.5,3,0,2,0.5,1,0,1
126563,14.8,1.8,0,3,3,1,0,6
126564,35.8,0.6,21.2,4,3,1,5,1
126565,35.7,0.6,21.6,5,3,1,3.5,1
126566,27.2,1.8,10.4,7,3,0.5,3.5,1
126567,22.3,1.8,6,7,2.5,0.5,3.5,1
126568,15.3,1.8,0,5,2.5,0.5,3.5,2
126569,16,2.4,1.6,4,2,1,2,3
126570,32.599,1.8,8.8,13,2.5,0.5,5,1
126571,17.3,1.8,0,8,1.5,0.5,3.5,2
126572,19.8,1.8,0,3,3,1,5,6
126573,42,1.8,21.2,4,3,1,5,6
126574,36.7,0.6,21.6,6,3,1,3.5,1
126575,12.8,1.8,0,4,2,0.5,3.5,1
126576,23,2.4,1.6,10,2.5,1,3.5,2
126577,37.9,2.4,16,10,2.5,1.5,3.5,2
126578,39.4,2.4,16,10,2.5,1.5,5,2
126579,25,2.4,1.6,10,2.5,1.5,5,2
126580,42.4,2.4,18,12,2.5,0.5,5,2
126581,4,0,0,2,0,1,0,1
126582,19.8,1.8,8,3,0.5,0.5,0,6
126583,18.9,2.4,8,3,0.5,1,0,4
126584,18.3,1.8,0,3,3,1,3.5,6
126585,34.1,0.6,20,5,3,1,3.5,1
126586,35.1,0.6,20,6,3,1,3.5,1
126587,20.7,1.8,4.4,7,2.5,0.5,3.5,1
126588,9.8,1.8,0,5,1.5,0.5,0,1
126589,27.5,2.4,11.6,6,2.5,1,2,2
126590,25.4,1.8,1.6,13,2.5,0.5,5,1
126591,28,1.8,7.2,11,1.5,0.5,5,1
126592,28,1.8,7.2,10,1.5,0.5,5,2
126593,10.9,2.4,0,3,0.5,1,0,4
126594,26.9,1.8,9.6,7,3.5,0.5,3.5,1
126595,21.2,1.2,6,6,3,0.5,3.5,1
126596,14,2.4,1.6,2,2,1,2,3
126597,22.8,1.8,0,12,2.5,0.5,5,1
126598,5.7,1.2,0,3,0,0.5,0,1
126599,35.1,0.6,20,6,3,1,3.5,1
126600,11.4,2.4,0,0,1.5,1,3.5,3
126601,15.1,0.6,0,6,3,1,3.5,1
126602,16.4,1.8,1.6,5,2.5,1,3.5,1
126603,15.4,2.4,0,4,1.5,1,3.5,3
126604,13.9,2.4,0,4,1.5,1,2,3
126605,28.5,2.4,11.6,7,2.5,1,2,2
126606,38.3,2.4,16.4,10,2.5,1.5,3.5,2
126607,26.4,1.8,1.6,14,2.5,0.5,5,1
126608,33.6,1.8,8.8,14,2.5,0.5,5,1
126609,7.5,3,0,2,0.5,1,0,1
126610,26.5,1.8,9.2,7,3.5,0.5,3.5,1
126611,30,2.4,11.6,7,2.5,1,3.5,2
126612,39.8,2.4,16.4,10,2.5,1.5,5,2
126613,31.8,2.4,8.4,10,2.5,1.5,5,2
126614,33,2.4,9.6,10,2.5,1.5,5,2
126615,37.2,1.8,12.4,14,2.5,0.5,5,1
126616,14.1,0.6,0,5,3,1,3.5,1
126617,28,2.4,11.6,6,2,1,2,3
126618,20,2.4,1.6,7,2.5,1,3.5,2
126619,22,2.4,1.6,9,2.5,1,3.5,2
126620,5.7,1.2,0,2,0,0.5,0,2
126621,10.3,1.8,0,1,1,0.5,0,6
126622,19.2,1.8,4.4,6,2.5,0.5,2,2
126623,17.4,2.4,4,3,2,1,2,3
126624,36.4,2.4,16,9,2.5,1,3.5,2
126625,42.9,2.4,18,12,2.5,1,5,2
126626,24.8,1.8,0,14,2.5,0.5,5,1
126627,27.7,1.8,10.4,7,3.5,0.5,3.5,1
126628,18.9,1.8,1.6,7,3.5,0.5,3.5,1
126629,14.9,1.8,1.6,5,1.5,0.5,3.5,1
126630,34.6,1.8,8.8,15,2.5,0.5,5,1
126631,18.8,1.8,0,8,1.5,0.5,5,2
126632,14,3,8,1,0,1,0,1
126633,13.8,1.8,0,2,3,1,0,6
126634,34,0.6,18.4,6,3,1.5,3.5,1
126635,15,2.4,1.6,3,2,1,2,3
126636,41.8,1.8,18,13,2.5,0.5,5,1
126637,6,0,0,4,0,1,0,1
126638,20.8,1.8,0,4,3,1,5,6
126639,16.9,1.8,1.6,6,2.5,0.5,3.5,1
126640,27.6,2.4,11.2,6,2,1,2,3
126641,32.5,2.4,9.6,10,2.5,1,5,2
126642,36.2,1.8,10.4,15,2.5,0.5,5,1
126643,21.8,1.8,0,12,1.5,0.5,5,1
126644,13.3,1.8,0,4,1.5,0.5,3.5,2
126645,18.8,1.8,8,2,0.5,0.5,0,6
126646,12.8,1.8,0,1,3,1,0,6
126647,36.8,0.6,21.2,5,3,1,5,1
126648,15.6,0.6,0,5,3,1,5,1
126649,35.1,0.6,20,6,3,1,3.5,1
126650,35.6,0.6,20,6,3,1.5,3.5,1
126651,28.1,1.8,10.8,7,3.5,0.5,3.5,1
126652,19.7,1.8,4.4,6,2.5,0.5,3.5,1
126653,16.8,1.2,1.6,6,3,0.5,3.5,1
126654,30.4,2.4,12,7,2.5,1,3.5,2
126655,34,2.4,13.6,9,2.5,1,3.5,2
126656,37.8,2.4,16.4,10,2.5,1,3.5,2
126657,38.8,2.4,16.4,10,2.5,0.5,5,2
126658,39.8,1.8,14,15,2.5,0.5,5,1
126659,22.8,1.8,0,13,1.5,0.5,5,1
126660,17.9,2.4,8,2,0.5,1,0,4
126661,10.3,1.8,0,1,1,0.5,0,6
126662,19.6,1.2,4.4,6,3,0.5,3.5,1
126663,37.4,2.4,16,10,2.5,1,3.5,2
126664,42.8,1.8,18,14,2.5,0.5,5,1
126665,38.2,1.8,12.4,15,2.5,0.5,5,1
126666,9.9,2.4,0,2,0.5,1,0,4
126667,43,1.8,21.2,5,3,1,5,6
126668,27.4,0.6,10.8,7,3,1.5,3.5,1
126669,15.7,1.8,2.4,5,1.5,0.5,3.5,1
126670,17.2,1.8,2.4,5,2.5,1,3.5,1
126671,16,2.4,1.6,4,2,1,2,3
126672,35,2.4,13.6,10,2.5,1,3.5,2
126673,41.699,2.4,16.8,12,2.5,1,5,2
126674,42.699,2.4,16.8,13,2.5,1,5,2
126675,41.6,1.8,16.8,14,2.5,0.5,5,1
126676,43.4,1.8,17.6,15,2.5,0.5,5,1
126677,25.8,1.8,0,15,2.5,0.5,5,1
126678,23.8,1.8,0,14,1.5,0.5,5,1
126679,23.8,1.8,0,13,2.5,0.5,5,1
126680,20.8,1.8,0,11,1.5,0.5,5,1
126681,27,1.8,7.2,10,1.5,0.5,5,1
126682,27,1.8,7.2,9,1.5,0.5,5,2
126683,6.2,1.2,0,2,0,1,0,2
126684,27,0.6,10.4,7,3,1.5,3.5,1
126685,31.3,2.4,8.4,10,2.5,1,5,2
126686,40.6,1.8,14.8,15,2.5,0.5,5,1
126687,12.8,1.8,0,5,1.5,0.5,2,2
126688,5.6,0.6,0,1,0,1,0,3
126689,9.8,0.6,1.2,4,0,1,0,3
126690,21.8,1.8,0,5,3,1,5,6
126691,37.8,0.6,21.2,6,3,1,5,1
126692,16.6,0.6,0,6,3,1,5,1
126693,33.9,0.6,18.8,6,3,1,3.5,1
126694,17,2.4,1.6,5,2,1,2,3
126695,37.3,2.4,14.4,10,2.5,1,5,2
126696,32.9,2.4,8,12,2.5,1,5,2
126697,42.5,2.4,17.6,12,2.5,1,5,2
126698,40.6,1.8,16.8,13,2.5,0.5,5,1
126699,18,2.4,1.6,6,2,1,2,3
126700,41.6,1.8,16.8,14,2.5,0.5,5,1
126701,30.8,1.8,6,14,2.5,0.5,5,1
126702,40.6,1.8,14.8,15,2.5,0.5,5,1
126703,4.7,1.2,0,2,0,0.5,0,1
126704,17.8,1.8,8,1,0.5,0.5,0,6
126705,30.8,2.4,14.4,6,2,1,2,3
126706,24.8,1.8,0,15,1.5,0.5,5,1
126707,18,1.2,2.8,6,3,0.5,3.5,1
126708,42.9,2.4,20,10,2.5,1,5,2
126709,39.7,2.4,14.8,12,2.5,1,5,2
126710,38.8,1.8,14,14,2.5,0.5,5,1
126711,12.8,1.8,0,5,1.5,0.5,2,2
126712,17.6,1.8,4.8,5,1.5,0.5,2,2
126713,16.9,2.4,8,1,0.5,1,0,4
126714,12.8,1.8,0,1,3,1,0,6
126715,34.3,0.6,19.2,6,3,1,3.5,1
126716,21,2.4,1.6,8,2.5,1,3.5,2
126717,34.8,0.6,19.2,6,3,1.5,3.5,1
126718,25.9,1.8,9.6,6,3.5,0.5,3.5,1
126719,17.4,1.8,1.6,6,3,0.5,3.5,1
126720,18.6,1.8,2.8,6,3,0.5,3.5,1
126721,18.1,1.8,2.8,6,2.5,0.5,3.5,1
126722,6.8,1.8,0,0,0,0.5,3.5,1
126723,38.6,1.8,14.8,13,2.5,0.5,5,1
126724,26.8,1.8,0,16,2.5,0.5,5,1
126725,23.8,1.8,8,4,3,1,0,6
126726,15.1,0.6,0,6,3,1,3.5,1
126727,15.6,0.6,0,6,3,1.5,3.5,1
126728,25.4,1.8,9.6,6,3,0.5,3.5,1
126729,8.8,1.8,0,4,1.5,0.5,0,1
126730,34.9,2.4,12,10,2.5,1,5,2
126731,30.9,2.4,8,10,2.5,1,5,2
126732,31.9,2.4,8,11,2.5,1,5,2
126733,16.299,1.8,0,7,1.5,0.5,3.5,2
126734,8.9,2.4,0,1,0.5,1,0,4
126735,36.3,0.6,21.2,6,3,1,3.5,1
126736,13.8,1.8,0,4,2.5,1,3.5,1
126737,12,2.4,1.6,2,2,1,0,3
126738,39.6,1.8,14.8,14,2.5,0.5,5,1
126739,39.2,1.8,12.4,16,2.5,0.5,5,1
126740,26,1.8,7.2,9,1.5,0.5,5,1
126741,26,1.8,7.2,8,1.5,0.5,5,2
126742,18.3,1.8,8,1,1,0.5,0,6
126743,25.2,0.6,9.6,6,3,1.5,3.5,1
126744,27.5,1.8,11.2,6,3.5,0.5,3.5,1
126745,17,1.2,2.8,5,3,0.5,3.5,1
126746,24.9,2.4,2,10,2.5,1,5,2
126747,34.3,2.4,10.4,11,2.5,1,5,2
126748,14.3,1.8,0,5,1.5,0.5,3.5,2
126749,4.8,0,0.8,2,0,1,0,1
126750,11.3,1.8,0,2,1,0.5,0,6
126751,42.5,1.8,21.2,6,3,1,3.5,6
126752,23.4,1.8,7.6,6,3,0.5,3.5,1
126753,18.4,2.4,4,4,2,1,2,3
126754,34.9,2.4,12,10,2.5,1,5,2
126755,40.9,2.4,16,12,2.5,1,5,2
126756,38.8,1.8,16,12,2.5,0.5,5,1
126757,41.8,1.8,16,15,2.5,0.5,5,1
126758,33.4,1.8,7.6,16,1.5,0.5,5,1
126759,33,1.8,9.2,14,1.5,0.5,5,1
126760,32,1.8,9.2,13,1.5,0.5,5,1
126761,7.2,0,1.2,4,0,1,0,1
126762,26.8,0.6,11.2,6,3,1.5,3.5,1
126763,40.8,1.8,16,14,2.5,0.5,5,1
126764,40.8,1.8,14,16,2.5,0.5,5,1
126765,41.6,1.8,14.8,16,2.5,0.5,5,1
126766,5,0,0,3,0,1,0,1
126767,8.4,2.4,0,1,0.5,0.5,0,4
126768,24.2,0.6,9.6,6,3,0.5,3.5,1
126769,9.4,2.4,0,3,0.5,0.5,2,1
126770,9.4,2.4,0,3,0,1,2,1
126771,16,2.4,1.6,6,2,1,0,3
126772,39.3,2.4,16.4,10,2.5,1,5,2
126773,40.199,1.8,14.4,15,2.5,0.5,5,1
126774,41.6,1.8,14.8,16,2.5,0.5,5,1
126775,31.4,1.8,7.6,14,1.5,0.5,5,1
126776,16.9,2.4,8,1,1,0.5,0,4
126777,20.3,1.8,0,5,3,1,3.5,6
126778,33.3,0.6,17.2,7,3,1,3.5,1
126779,7.4,2.4,0,3,0,1,0,1
126780,32.8,2.4,14.4,7,2.5,1,3.5,2
126781,36.1,2.4,13.2,10,2.5,1,5,2
126782,38.1,2.4,13.2,12,2.5,1,5,2
126783,42.8,1.8,16,16,2.5,0.5,5,1
126784,30.4,1.8,7.6,13,1.5,0.5,5,1
126785,30.4,1.8,7.6,12,1.5,0.5,5,1
126786,16.1,0.6,0,7,3,1,3.5,1
126787,35.3,0.6,19.2,7,3,1,3.5,1
126788,25.8,1.8,10,6,3,0.5,3.5,1
126789,39.8,1.8,16,13,2.5,0.5,5,1
126790,39,1.8,13.2,15,2.5,0.5,5,1
126791,38.8,1.8,12,16,2.5,0.5,5,1
126792,7,0,0,5,0,1,0,1
126793,7.2,1.2,0,3,0,1,0,2
126794,8.9,2.4,0,1,1,0.5,0,4
126795,37.7,2.4,12.8,12,2.5,1,5,2
126796,36,1.8,13.2,12,2.5,0.5,5,1
126797,38.199,1.8,14.4,13,2.5,0.5,5,1
126798,38.6,1.8,12.8,15,2.5,0.5,5,1
126799,39,1.8,13.2,16,1.5,0.5,5,1
126800,32.4,1.8,7.6,15,1.5,0.5,5,1
126801,25,1.8,7.2,8,1.5,0.5,5,1
126802,23.5,1.8,7.2,7,1.5,0.5,3.5,2
126803,15.3,1.8,0,6,1.5,0.5,3.5,2
126804,5,0,0,3,0,1,0,1
126805,6,0,0,4,0,1,0,1
126806,8,3,0,3,0,1,0,1
126807,30.1,0.6,14,7,3,1,3.5,1
126808,35.8,0.6,19.2,7,3,1.5,3.5,1
126809,34.6,0.6,18,7,3,1.5,3.5,1
126810,26.3,1.8,10,6,3.5,0.5,3.5,1
126811,22.4,1.8,7.6,5,3,0.5,3.5,1
126812,21.8,1.2,7.6,5,3,0.5,3.5,1
126813,33.6,1.8,8.8,15,1.5,0.5,5,1
126814,22.5,1.8,7.2,7,1.5,0.5,3.5,1
126815,4,0,0,2,0,1,0,1
126816,34.7,0.6,17.6,8,3,1,3.5,1
126817,31.7,0.6,15.6,7,3,1,3.5,1
126818,30.6,0.6,14,7,3,1.5,3.5,1
126819,14.6,0.6,0,6,3,0.5,3.5,1
126820,34.8,2.4,14.4,9,2.5,1,3.5,2
126821,32.4,2.4,12,9,2.5,1,3.5,2
126822,32.099,2.4,9.2,10,2.5,1,5,2
126823,35.6,1.8,12.8,12,2.5,0.5,5,1
126824,37,1.8,13.2,13,2.5,0.5,5,1
126825,37,1.8,11.2,15,2.5,0.5,5,1
126826,34.6,1.8,8.8,16,1.5,0.5,5,1
126827,22.3,1.8,6,7,1.5,0.5,3.5,2
126828,11.8,1.8,0,4,1.5,0.5,2,2
126829,7.4,2.4,0,3,0,1,0,1
126830,14.8,1.8,0,3,3,1,0,6
126831,37.3,0.6,21.2,7,3,1,3.5,1
126832,32.2,0.6,15.6,7,3,1.5,3.5,1
126833,15,2.4,1.6,5,2,1,0,3
126834,34.9,2.4,12,10,2.5,1,5,2
126835,20.9,1.8,5.6,7,1.5,0.5,3.5,1
126836,24.6,0.6,10,6,3,0.5,3.5,1
126837,25.6,0.6,10,6,3,1.5,3.5,1
126838,36.7,2.4,12.8,11,2.5,1,5,2
126839,38,1.8,11.2,16,2.5,0.5,5,1
126840,35.8,1.8,10,16,1.5,0.5,5,1
126841,14.2,1.8,2.4,4,1.5,0.5,2,2
126842,6.6,0.6,0,2,0,1,0,3
126843,13.8,1.8,0,2,3,1,0,6
126844,43.5,1.8,21.2,7,3,1,3.5,6
